Date Time,Open,High,Low,Close,Settle,Volume
2018-06-08 00:00:00,520.0,520.0,520.0,520.0,520.0,1000000000
2018-06-11 00:00:00,514.5,514.5,514.5,514.5,514.5,1000000000
2018-06-12 00:00:00,534.5,534.5,534.5,534.5,534.5,1000000000
2018-06-13 00:00:00,516.5,516.5,516.5,516.5,516.5,1000000000
2018-06-14 00:00:00,501.5,501.5,501.5,501.5,501.5,1000000000
2018-06-15 00:00:00,499.5,499.5,499.5,499.5,499.5,1000000000
2018-06-18 00:00:00,490.0,490.0,490.0,490.0,490.0,1000000000
2018-06-19 00:00:00,477.75,477.75,477.75,477.75,477.75,1000000000
2018-06-20 00:00:00,488.25,488.25,488.25,488.25,488.25,1000000000
2018-06-21 00:00:00,495.25,495.25,495.25,495.25,495.25,1000000000
2018-06-22 00:00:00,491.25,491.25,491.25,491.25,491.25,1000000000
2018-06-25 00:00:00,476.75,476.75,476.75,476.75,476.75,1000000000
2018-06-26 00:00:00,469.5,469.5,469.5,469.5,469.5,1000000000
2018-06-27 00:00:00,479.5,479.5,479.5,479.5,479.5,1000000000
2018-06-28 00:00:00,479.5,479.5,479.5,479.5,479.5,1000000000
2018-06-29 00:00:00,497.5,497.5,497.5,497.5,497.5,1000000000
2018-07-02 00:00:00,480.25,480.25,480.25,480.25,480.25,1000000000
2018-07-03 00:00:00,491.5,491.5,491.5,491.5,491.5,1000000000
2018-07-04 00:00:00,497.75,497.75,497.75,497.75,497.75,1000000000
2018-07-05 00:00:00,504.0,504.0,504.0,504.0,504.0,1000000000
2018-07-06 00:00:00,512.75,512.75,512.75,512.75,512.75,1000000000
2018-07-09 00:00:00,507.75,507.75,507.75,507.75,507.75,1000000000
2018-07-10 00:00:00,489.5,489.5,489.5,489.5,489.5,1000000000
2018-07-11 00:00:00,469.75,469.75,469.75,469.75,469.75,1000000000
2018-07-12 00:00:00,482.5,482.5,482.5,482.5,482.5,1000000000
2018-07-13 00:00:00,481.5,481.5,481.5,481.5,481.5,1000000000
2018-07-16 00:00:00,488.5,488.5,488.5,488.5,488.5,1000000000
2018-07-17 00:00:00,497.75,497.75,497.75,497.75,497.75,1000000000
2018-07-18 00:00:00,494.5,494.5,494.5,494.5,494.5,1000000000
2018-07-19 00:00:00,504.25,504.25,504.25,504.25,504.25,1000000000
2018-07-20 00:00:00,516.0,516.0,516.0,516.0,516.0,1000000000
2018-07-23 00:00:00,513.75,513.75,513.75,513.75,513.75,1000000000
2018-07-24 00:00:00,510.25,510.25,510.25,510.25,510.25,1000000000
2018-07-25 00:00:00,542.75,542.75,542.75,542.75,542.75,1000000000
2018-07-26 00:00:00,536.5,536.5,536.5,536.5,536.5,1000000000
2018-07-27 00:00:00,530.5,530.5,530.5,530.5,530.5,1000000000
2018-07-30 00:00:00,546.5,546.5,546.5,546.5,546.5,1000000000
2018-07-31 00:00:00,553.75,553.75,553.75,553.75,553.75,1000000000
2018-08-01 00:00:00,558.25,558.25,558.25,558.25,558.25,1000000000
2018-08-02 00:00:00,560.5,560.5,560.5,560.5,560.5,1000000000
2018-08-03 00:00:00,556.25,556.25,556.25,556.25,556.25,1000000000
2018-08-06 00:00:00,574.5,574.5,574.5,574.5,574.5,1000000000
2018-08-07 00:00:00,568.25,568.25,568.25,568.25,568.25,1000000000
2018-08-08 00:00:00,570.0,570.0,570.0,570.0,570.0,1000000000
2018-08-09 00:00:00,564.5,564.5,564.5,564.5,564.5,1000000000
2018-08-10 00:00:00,546.75,546.75,546.75,546.75,546.75,1000000000
2018-08-13 00:00:00,533.5,533.5,533.5,533.5,533.5,1000000000
2018-08-14 00:00:00,541.75,541.75,541.75,541.75,541.75,1000000000
2018-08-15 00:00:00,532.25,532.25,532.25,532.25,532.25,1000000000
2018-08-16 00:00:00,542.25,542.25,542.25,542.25,542.25,1000000000
2018-08-17 00:00:00,560.5,560.5,560.5,560.5,560.5,1000000000
2018-08-20 00:00:00,542.25,542.25,542.25,542.25,542.25,1000000000
2018-08-21 00:00:00,527.25,527.25,527.25,527.25,527.25,1000000000
2018-08-22 00:00:00,526.0,526.0,526.0,526.0,526.0,1000000000
2018-08-23 00:00:00,522.0,522.0,522.0,522.0,522.0,1000000000
2018-08-24 00:00:00,514.75,514.75,514.75,514.75,514.75,1000000000
2018-08-27 00:00:00,499.25,499.25,499.25,499.25,499.25,1000000000
2018-08-28 00:00:00,498.25,498.25,498.25,498.25,498.25,1000000000
2018-08-29 00:00:00,515.75,515.75,515.75,515.75,515.75,1000000000
2018-08-30 00:00:00,508.0,508.0,508.0,508.0,508.0,1000000000
2018-08-31 00:00:00,518.5,518.5,518.5,518.5,518.5,1000000000
2018-09-03 00:00:00,506.6875,506.6875,506.6875,506.6875,506.6875,1000000000
2018-09-04 00:00:00,502.75,502.75,502.75,502.75,502.75,1000000000
2018-09-05 00:00:00,493.75,493.75,493.75,493.75,493.75,1000000000
2018-09-06 00:00:00,486.0,486.0,486.0,486.0,486.0,1000000000
2018-09-07 00:00:00,486.25,486.25,486.25,486.25,486.25,1000000000
2018-09-10 00:00:00,504.0,504.0,504.0,504.0,504.0,1000000000
2018-09-11 00:00:00,493.75,493.75,493.75,493.75,493.75,1000000000
2018-09-12 00:00:00,481.75,481.75,481.75,481.75,481.75,1000000000
2018-09-13 00:00:00,471.75,471.75,471.75,471.75,471.75,1000000000
2018-09-14 00:00:00,480.0,480.0,480.0,480.0,480.0,1000000000
2018-09-17 00:00:00,506.25,506.25,506.25,506.25,506.25,1000000000
2018-09-18 00:00:00,510.5,510.5,510.5,510.5,510.5,1000000000
2018-09-19 00:00:00,522.5,522.5,522.5,522.5,522.5,1000000000
2018-09-20 00:00:00,524.0,524.0,524.0,524.0,524.0,1000000000
2018-09-21 00:00:00,521.75,521.75,521.75,521.75,521.75,1000000000
2018-09-24 00:00:00,527.0,527.0,527.0,527.0,527.0,1000000000
2018-09-25 00:00:00,520.75,520.75,520.75,520.75,520.75,1000000000
2018-09-26 00:00:00,517.5,517.5,517.5,517.5,517.5,1000000000
2018-09-27 00:00:00,513.0,513.0,513.0,513.0,513.0,1000000000
2018-09-28 00:00:00,509.0,509.0,509.0,509.0,509.0,1000000000
2018-10-01 00:00:00,509.5,509.5,509.5,509.5,509.5,1000000000
2018-10-02 00:00:00,519.25,519.25,519.25,519.25,519.25,1000000000
2018-10-03 00:00:00,515.25,515.25,515.25,515.25,515.25,1000000000
2018-10-04 00:00:00,518.0,518.0,518.0,518.0,518.0,1000000000
2018-10-05 00:00:00,521.0,521.0,521.0,521.0,521.0,1000000000
2018-10-08 00:00:00,514.0,514.0,514.0,514.0,514.0,1000000000
2018-10-09 00:00:00,515.0,515.0,515.0,515.0,515.0,1000000000
2018-10-10 00:00:00,510.5,510.5,510.5,510.5,510.5,1000000000
2018-10-11 00:00:00,508.0,508.0,508.0,508.0,508.0,1000000000
2018-10-12 00:00:00,517.25,517.25,517.25,517.25,517.25,1000000000
2018-10-15 00:00:00,525.0,525.0,525.0,525.0,525.0,1000000000
2018-10-16 00:00:00,523.5,523.5,523.5,523.5,523.5,1000000000
2018-10-17 00:00:00,517.5,517.5,517.5,517.5,517.5,1000000000
2018-10-18 00:00:00,513.0,513.0,513.0,513.0,513.0,1000000000
2018-10-19 00:00:00,514.75,514.75,514.75,514.75,514.75,1000000000
2018-10-22 00:00:00,508.0,508.0,508.0,508.0,508.0,1000000000
2018-10-23 00:00:00,509.0,509.0,509.0,509.0,509.0,1000000000
2018-10-24 00:00:00,499.5,499.5,499.5,499.5,499.5,1000000000
2018-10-25 00:00:00,487.25,487.25,487.25,487.25,487.25,1000000000
2018-10-26 00:00:00,505.25,505.25,505.25,505.25,505.25,1000000000
2018-10-29 00:00:00,507.25,507.25,507.25,507.25,507.25,1000000000
2018-10-30 00:00:00,499.75,499.75,499.75,499.75,499.75,1000000000
2018-10-31 00:00:00,500.5,500.5,500.5,500.5,500.5,1000000000
2018-11-01 00:00:00,508.0,508.0,508.0,508.0,508.0,1000000000
2018-11-02 00:00:00,508.75,508.75,508.75,508.75,508.75,1000000000
2018-11-05 00:00:00,507.25,507.25,507.25,507.25,507.25,1000000000
2018-11-06 00:00:00,512.0,512.0,512.0,512.0,512.0,1000000000
2018-11-07 00:00:00,510.25,510.25,510.25,510.25,510.25,1000000000
2018-11-08 00:00:00,507.75,507.75,507.75,507.75,507.75,1000000000
2018-11-09 00:00:00,502.0,502.0,502.0,502.0,502.0,1000000000
2018-11-12 00:00:00,519.75,519.75,519.75,519.75,519.75,1000000000
2018-11-13 00:00:00,507.75,507.75,507.75,507.75,507.75,1000000000
2018-11-14 00:00:00,503.0,503.0,503.0,503.0,503.0,1000000000
2018-11-15 00:00:00,505.5,505.5,505.5,505.5,505.5,1000000000
2018-11-16 00:00:00,506.75,506.75,506.75,506.75,506.75,1000000000
2018-11-19 00:00:00,498.5,498.5,498.5,498.5,498.5,1000000000
2018-11-20 00:00:00,500.75,500.75,500.75,500.75,500.75,1000000000
2018-11-21 00:00:00,498.75,498.75,498.75,498.75,498.75,1000000000
2018-11-22 00:00:00,499.25,499.25,499.25,499.25,499.25,1000000000
2018-11-23 00:00:00,499.75,499.75,499.75,499.75,499.75,1000000000
2018-11-26 00:00:00,507.5,507.5,507.5,507.5,507.5,1000000000
2018-11-27 00:00:00,498.0,498.0,498.0,498.0,498.0,1000000000
2018-11-28 00:00:00,497.5,497.5,497.5,497.5,497.5,1000000000
2018-11-29 00:00:00,496.5,496.5,496.5,496.5,496.5,1000000000
2018-11-30 00:00:00,515.75,515.75,515.75,515.75,515.75,1000000000
2018-12-03 00:00:00,515.75,515.75,515.75,515.75,515.75,1000000000
2018-12-04 00:00:00,519.25,519.25,519.25,519.25,519.25,1000000000
2018-12-05 00:00:00,514.5,514.5,514.5,514.5,514.5,1000000000
2018-12-06 00:00:00,505.25,505.25,505.25,505.25,505.25,1000000000
2018-12-07 00:00:00,519.5,519.5,519.5,519.5,519.5,1000000000
2018-12-10 00:00:00,514.75,514.75,514.75,514.75,514.75,1000000000
2018-12-11 00:00:00,509.75,509.75,509.75,509.75,509.75,1000000000
2018-12-12 00:00:00,515.25,515.25,515.25,515.25,515.25,1000000000
2018-12-13 00:00:00,527.75,527.75,527.75,527.75,527.75,1000000000
2018-12-14 00:00:00,527.75,527.75,527.75,527.75,527.75,1000000000
2018-12-17 00:00:00,535.25,535.25,535.25,535.25,535.25,1000000000
2018-12-18 00:00:00,532.75,532.75,532.75,532.75,532.75,1000000000
2018-12-19 00:00:00,522.5,522.5,522.5,522.5,522.5,1000000000
2018-12-20 00:00:00,523.5,523.5,523.5,523.5,523.5,1000000000
2018-12-21 00:00:00,514.0,514.0,514.0,514.0,514.0,1000000000
2018-12-24 00:00:00,516.5,516.5,516.5,516.5,516.5,1000000000
2018-12-26 00:00:00,510.0,510.0,510.0,510.0,510.0,1000000000
2018-12-27 00:00:00,510.5,510.5,510.5,510.5,510.5,1000000000
2018-12-28 00:00:00,511.5,511.5,511.5,511.5,511.5,1000000000
2018-12-31 00:00:00,503.25,503.25,503.25,503.25,503.25,1000000000
2019-01-02 00:00:00,506.75,506.75,506.75,506.75,506.75,1000000000
2019-01-03 00:00:00,513.75,513.75,513.75,513.75,513.75,1000000000
2019-01-04 00:00:00,517.0,517.0,517.0,517.0,517.0,1000000000
2019-01-07 00:00:00,516.75,516.75,516.75,516.75,516.75,1000000000
2019-01-08 00:00:00,517.75,517.75,517.75,517.75,517.75,1000000000
2019-01-09 00:00:00,520.0,520.0,520.0,520.0,520.0,1000000000
2019-01-10 00:00:00,513.75,513.75,513.75,513.75,513.75,1000000000
2019-01-11 00:00:00,519.5,519.5,519.5,519.5,519.5,1000000000
2019-01-14 00:00:00,514.25,514.25,514.25,514.25,514.25,1000000000
2019-01-15 00:00:00,511.0,511.0,511.0,511.0,511.0,1000000000
2019-01-16 00:00:00,512.5,512.5,512.5,512.5,512.5,1000000000
2019-01-17 00:00:00,517.75,517.75,517.75,517.75,517.75,1000000000
2019-01-18 00:00:00,517.75,517.75,517.75,517.75,517.75,1000000000
2019-01-21 00:00:00,520.375,520.375,520.375,520.375,520.375,1000000000
2019-01-22 00:00:00,521.25,521.25,521.25,521.25,521.25,1000000000
2019-01-23 00:00:00,526.0,526.0,526.0,526.0,526.0,1000000000
2019-01-24 00:00:00,521.5,521.5,521.5,521.5,521.5,1000000000
2019-01-25 00:00:00,520.0,520.0,520.0,520.0,520.0,1000000000
2019-01-28 00:00:00,518.75,518.75,518.75,518.75,518.75,1000000000
2019-01-29 00:00:00,513.25,513.25,513.25,513.25,513.25,1000000000
2019-01-30 00:00:00,516.75,516.75,516.75,516.75,516.75,1000000000
2019-01-31 00:00:00,516.5,516.5,516.5,516.5,516.5,1000000000
2019-02-01 00:00:00,524.25,524.25,524.25,524.25,524.25,1000000000
2019-02-04 00:00:00,525.75,525.75,525.75,525.75,525.75,1000000000
2019-02-05 00:00:00,527.25,527.25,527.25,527.25,527.25,1000000000
2019-02-06 00:00:00,526.0,526.0,526.0,526.0,526.0,1000000000
2019-02-07 00:00:00,513.25,513.25,513.25,513.25,513.25,1000000000
2019-02-08 00:00:00,517.25,517.25,517.25,517.25,517.25,1000000000
2019-02-11 00:00:00,518.25,518.25,518.25,518.25,518.25,1000000000
2019-02-12 00:00:00,520.0,520.0,520.0,520.0,520.0,1000000000
2019-02-13 00:00:00,522.25,522.25,522.25,522.25,522.25,1000000000
2019-02-14 00:00:00,507.0,507.0,507.0,507.0,507.0,1000000000
2019-02-15 00:00:00,504.25,504.25,504.25,504.25,504.25,1000000000
2019-02-18 00:00:00,493.375,493.375,493.375,493.375,493.375,1000000000
2019-02-19 00:00:00,489.75,489.75,489.75,489.75,489.75,1000000000
2019-02-20 00:00:00,480.75,480.75,480.75,480.75,480.75,1000000000
2019-02-21 00:00:00,486.5,486.5,486.5,486.5,486.5,1000000000
2019-02-22 00:00:00,486.75,486.75,486.75,486.75,486.75,1000000000
2019-02-25 00:00:00,466.75,466.75,466.75,466.75,466.75,1000000000
2019-02-26 00:00:00,460.25,460.25,460.25,460.25,460.25,1000000000
2019-02-27 00:00:00,461.0,461.0,461.0,461.0,461.0,1000000000
2019-02-28 00:00:00,452.5,452.5,452.5,452.5,452.5,1000000000
2019-03-01 00:00:00,454.0,454.0,454.0,454.0,454.0,1000000000
2019-03-04 00:00:00,446.75,446.75,446.75,446.75,446.75,1000000000
2019-03-05 00:00:00,454.25,454.25,454.25,454.25,454.25,1000000000
2019-03-06 00:00:00,440.5,440.5,440.5,440.5,440.5,1000000000
2019-03-07 00:00:00,431.5,431.5,431.5,431.5,431.5,1000000000
2019-03-08 00:00:00,432.75,432.75,432.75,432.75,432.75,1000000000
2019-03-11 00:00:00,422.25,422.25,422.25,422.25,422.25,1000000000
2019-03-12 00:00:00,446.25,446.25,446.25,446.25,446.25,1000000000
2019-03-13 00:00:00,440.25,440.25,440.25,440.25,440.25,1000000000
2019-03-14 00:00:00,448.25,448.25,448.25,448.25,448.25,1000000000
2019-03-15 00:00:00,462.25,462.25,462.25,462.25,462.25,1000000000
2019-03-18 00:00:00,456.75,456.75,456.75,456.75,456.75,1000000000
2019-03-19 00:00:00,456.5,456.5,456.5,456.5,456.5,1000000000
2019-03-20 00:00:00,464.75,464.75,464.75,464.75,464.75,1000000000
2019-03-21 00:00:00,466.5,466.5,466.5,466.5,466.5,1000000000
2019-03-22 00:00:00,466.0,466.0,466.0,466.0,466.0,1000000000
2019-03-25 00:00:00,469.5,469.5,469.5,469.5,469.5,1000000000
2019-03-26 00:00:00,469.25,469.25,469.25,469.25,469.25,1000000000
2019-03-27 00:00:00,469.5,469.5,469.5,469.5,469.5,1000000000
2019-03-28 00:00:00,464.5,464.5,464.5,464.5,464.5,1000000000
2019-03-29 00:00:00,457.75,457.75,457.75,457.75,457.75,1000000000
2019-04-01 00:00:00,462.75,462.75,462.75,462.75,462.75,1000000000
2019-04-02 00:00:00,464.0,464.0,464.0,464.0,464.0,1000000000
2019-04-03 00:00:00,471.0,471.0,471.0,471.0,471.0,1000000000
2019-04-04 00:00:00,470.75,470.75,470.75,470.75,470.75,1000000000
2019-04-05 00:00:00,467.75,467.75,467.75,467.75,467.75,1000000000
2019-04-08 00:00:00,465.25,465.25,465.25,465.25,465.25,1000000000
2019-04-09 00:00:00,459.5,459.5,459.5,459.5,459.5,1000000000
2019-04-10 00:00:00,458.0,458.0,458.0,458.0,458.0,1000000000
2019-04-11 00:00:00,460.5,460.5,460.5,460.5,460.5,1000000000
2019-04-12 00:00:00,464.5,464.5,464.5,464.5,464.5,1000000000
2019-04-15 00:00:00,459.5,459.5,459.5,459.5,459.5,1000000000
2019-04-16 00:00:00,445.0,445.0,445.0,445.0,445.0,1000000000
2019-04-17 00:00:00,447.0,447.0,447.0,447.0,447.0,1000000000
2019-04-18 00:00:00,444.25,444.25,444.25,444.25,444.25,1000000000
2019-04-22 00:00:00,435.75,435.75,435.75,435.75,435.75,1000000000
2019-04-23 00:00:00,438.75,438.75,438.75,438.75,438.75,1000000000
2019-04-24 00:00:00,432.25,432.25,432.25,432.25,432.25,1000000000
2019-04-25 00:00:00,434.75,434.75,434.75,434.75,434.75,1000000000
2019-04-26 00:00:00,435.0,435.0,435.0,435.0,435.0,1000000000
2019-04-29 00:00:00,426.75,426.75,426.75,426.75,426.75,1000000000
2019-04-30 00:00:00,418.5,418.5,418.5,418.5,418.5,1000000000
2019-05-01 00:00:00,425.0,425.0,425.0,425.0,425.0,1000000000
2019-05-02 00:00:00,433.25,433.25,433.25,433.25,433.25,1000000000
2019-05-03 00:00:00,428.0,428.0,428.0,428.0,428.0,1000000000
2019-05-06 00:00:00,428.0,428.0,428.0,428.0,428.0,1000000000
2019-05-07 00:00:00,430.5,430.5,430.5,430.5,430.5,1000000000
2019-05-08 00:00:00,431.25,431.25,431.25,431.25,431.25,1000000000
2019-05-09 00:00:00,421.75,421.75,421.75,421.75,421.75,1000000000
2019-05-10 00:00:00,419.0,419.0,419.0,419.0,419.0,1000000000
2019-05-13 00:00:00,431.25,431.25,431.25,431.25,431.25,1000000000
2019-05-14 00:00:00,439.25,439.25,439.25,439.25,439.25,1000000000
2019-05-15 00:00:00,448.75,448.75,448.75,448.75,448.75,1000000000
2019-05-16 00:00:00,467.0,467.0,467.0,467.0,467.0,1000000000
2019-05-17 00:00:00,465.0,465.0,465.0,465.0,465.0,1000000000
2019-05-20 00:00:00,478.25,478.25,478.25,478.25,478.25,1000000000
2019-05-21 00:00:00,478.75,478.75,478.75,478.75,478.75,1000000000
2019-05-22 00:00:00,472.75,472.75,472.75,472.75,472.75,1000000000
2019-05-23 00:00:00,470.25,470.25,470.25,470.25,470.25,1000000000
2019-05-24 00:00:00,489.5,489.5,489.5,489.5,489.5,1000000000
2019-05-27 00:00:00,500.9375,500.9375,500.9375,500.9375,500.9375,1000000000
2019-05-28 00:00:00,504.75,504.75,504.75,504.75,504.75,1000000000
2019-05-29 00:00:00,490.5,490.5,490.5,490.5,490.5,1000000000
2019-05-30 00:00:00,514.5,514.5,514.5,514.5,514.5,1000000000
2019-05-31 00:00:00,503.0,503.0,503.0,503.0,503.0,1000000000
2019-06-03 00:00:00,519.75,519.75,519.75,519.75,519.75,1000000000
2019-06-04 00:00:00,507.25,507.25,507.25,507.25,507.25,1000000000
2019-06-05 00:00:00,490.75,490.75,490.75,490.75,490.75,1000000000
2019-06-06 00:00:00,510.0,510.0,510.0,510.0,510.0,1000000000
2019-06-07 00:00:00,504.5,504.5,504.5,504.5,504.5,1000000000
2019-06-10 00:00:00,507.5,507.5,507.5,507.5,507.5,1000000000
2019-06-11 00:00:00,518.0,518.0,518.0,518.0,518.0,1000000000
2019-06-12 00:00:00,526.25,526.25,526.25,526.25,526.25,1000000000
2019-06-13 00:00:00,535.5,535.5,535.5,535.5,535.5,1000000000
2019-06-14 00:00:00,538.5,538.5,538.5,538.5,538.5,1000000000
2019-06-17 00:00:00,539.5,539.5,539.5,539.5,539.5,1000000000
